Ime,Atribut,Level_Rank,Tip,ATK,DEF
Galaxy-Eyes Photon Dragon,LIGHT,8,Dragon,3000,2500
"Gameciel, the Sea Turtle Kaiju",WATER,8,Aqua,2200,3000
Gandora the Dragon of Destruction,DARK,8,Dragon,0,0
Gandora-X the Dragon of Demolition,DARK,8,Dragon,0,0
Gatling Dragon,DARK,8,Machine,2600,1200
Gearspring Spirit,DARK,8,Machine,100,100
Gem-Knight Zirconia,EARTH,8,Rock,2900,2500
General Grunard of the Ice Barrier,WATER,8,Warrior,2800,1000
Genex Ally Axel,DARK,8,Machine,2600,2000
Gilford the Legend,EARTH,8,Warrior,2600,2000
Gilford the Lightning,LIGHT,8,Warrior,2800,1400
Gimmick Puppet Dreary Doll,DARK,8,Machine,0,0
Gimmick Puppet Magnet Doll,DARK,8,Machine,1000,1000
Gimmick Puppet Nightmare,DARK,8,Machine,1000,2000
Gimmick Puppet Shadow Feeler,DARK,8,Machine,1000,1000
Gimmick Puppet Twilight Joker,DARK,8,Machine,800,1600
Gladiator Beast Andabata,DARK,8,Beast-Warrior,1000,2800
Gladiator Beast Augustus,DARK,8,Winged Beast,2600,1000
Gladiator Beast Heraklinos,FIRE,8,Beast-Warrior,3000,2800
Gladiator Beast Nerokius,DARK,8,Winged Beast,2800,1900
Gladiator Beast Tamer Editor,DARK,8,Beast-Warrior,2400,3000
Gogiga Gagagigo,WATER,8,Reptile,2950,2800
Googly-Eyes Drum Dragon,EARTH,8,Machine,3000,2500
Goyo King,EARTH,8,Warrior,2800,2000
"Grandopolis, The Eternal Golden City",LIGHT,8,Machine,2800,3500
Grandsoil the Elemental Lord,EARTH,8,Beast-Warrior,2800,2200
Granmarg the Mega Monarch,EARTH,8,Rock,2800,1000
"Grapha, Dragon Lord of Dark World",DARK,8,Fiend,2700,1800
Gravekeeper's Visionary,DARK,8,Spellcaster,2000,1800
Graydle Dragon,WATER,8,Aqua,3000,2000
Great Moth,EARTH,8,Insect,2600,2500
Grinder Golem,DARK,8,Fiend,3000,300
"Grizzly, the Red Star Beast",EARTH,8,Beast,2700,2300
Guardian Dreadscythe,DARK,8,Fiend,2500,2000
Guardian Eatos,WIND,8,Fairy,2500,2000
Guardian of Order,LIGHT,8,Warrior,2500,1200
Helios Trice Megistus,LIGHT,8,Pyro,0,0
Hieratic Dragon of Sutekh,LIGHT,8,Dragon,2800,2000
Hieratic Seal of the Sun Dragon Overlord,LIGHT,8,Dragon,0,0
Hieratic Sun Dragon Overlord of Heliopolis,LIGHT,8,Dragon,3000,2400
Hino-Kagu-Tsuchi,FIRE,8,Pyro,2800,2900
Horus the Black Flame Dragon LV8,FIRE,8,Dragon,3000,1800
Hot Red Dragon Archfiend,DARK,8,Dragon,3000,2000
Hundred Eyes Dragon,DARK,8,Dragon,3000,2500
Hyper-Ancient Shark Megalodon,WATER,8,Fish,2900,1300
Ice Master,WATER,8,Spellcaster,2500,2000
Ice Queen,WATER,8,Spellcaster,2900,2100
Igknight Champion,FIRE,8,Warrior,2800,2300
"Ignister Prominence, the Blasting Dracoslayer",FIRE,8,Dragon,2850,0
Imprisoned Queen Archfiend,DARK,8,Fiend,2600,1700
Infernity Doom Dragon,DARK,8,Dragon,3000,2400
Infernoid Attondel,FIRE,8,Fiend,2800,0
Invader of Darkness,DARK,8,Fiend,2900,2500
Invoked Magellanica,EARTH,8,Rock,3000,3300
Ironhammer the Giant,EARTH,8,Rock,900,3500
Javelin Beetle,EARTH,8,Insect,2450,2550
Jinzo - Lord,DARK,8,Machine,2600,1600
Jormungardr the Nordic Serpent,DARK,8,Dragon,3000,3000
Judgment Dragon,LIGHT,8,Dragon,3000,2600
Junk Destroyer,EARTH,8,Warrior,2600,2500
"Juno, the Celestial Goddess",LIGHT,8,Fairy,3000,3000
Kaiser Sea Snake,WATER,8,Sea Serpent,2500,1000
Karakuri Steel Shogun mdl 00X &quot;Bureido&quot;,EARTH,8,Machine,2800,1700
Kasha,EARTH,8,Zombie,0,1000
King Landia the Goldfang,LIGHT,8,Beast-Warrior,3000,2500
Koa'ki Meiru Maximus,WIND,8,Dragon,3000,2500
Koa'ki Meiru Valafar,FIRE,8,Fiend,3000,2100
Kozmo Dark Destroyer,DARK,8,Machine,3000,1800
"Kuzunoha, the Onmyojin",DARK,8,Spellcaster,3000,2300
Lava Golem,FIRE,8,Fiend,3000,2500
Legendary Dragon of White,LIGHT,8,Dragon,3000,2500
Legendary Knight Critias,LIGHT,8,Warrior,2800,1800
Legendary Knight Hermos,LIGHT,8,Warrior,2800,1800
Legendary Knight Timaeus,LIGHT,8,Warrior,2800,1800
Legendary Maju Garzett,DARK,8,Fiend,0,0
Life Stream Dragon,EARTH,8,Dragon,2900,2400
Light and Darkness Dragon,LIGHT,8,Dragon,2800,2400
Light End Dragon,LIGHT,8,Dragon,2600,2100
Lightning Tricorn,LIGHT,8,Beast,2800,2000
Lightray Gearfried,LIGHT,8,Warrior,2800,2200
Lord of the Red,FIRE,8,Dragon,2400,2100
"Lorelei, the Symphonic Arsenal",LIGHT,8,Machine,2400,2000
Lunalight Panther Dancer,DARK,8,Beast-Warrior,2800,2500
Machina Cannon,EARTH,8,Machine,0,2200
Machina Megaform,EARTH,8,Machine,2600,1500
Magician of Black Chaos,DARK,8,Spellcaster,2800,2600
Majestic Mech - Goryu,LIGHT,8,Fairy,2900,1800
Malefic Blue-Eyes White Dragon,DARK,8,Dragon,3000,2500
Malefic Stardust Dragon,DARK,8,Dragon,2500,2000
"Mari&ntilde;a, Princess of Sunflowers",FIRE,8,Plant,2800,1600
Masked Beast Des Gardius,DARK,8,Fiend,3300,2500
Masked HERO Acid,WATER,8,Warrior,2600,2100
Masked HERO Anki,DARK,8,Warrior,2800,1200
Masked HERO Dian,EARTH,8,Warrior,2800,3000
Masked HERO Divine Wind,WIND,8,Warrior,2700,1900
Masked HERO Koga,LIGHT,8,Warrior,2500,1800
Master Gig,EARTH,8,Psychic,2600,1400
Master Hyperion,LIGHT,8,Fairy,2700,2100
"Master Peace, the True Dracoslayer",LIGHT,8,Dragon,2950,2950
"Master Peace, the True Dracoslaying King",LIGHT,8,Wyrm,2950,2950
Mazera DeVille,DARK,8,Fiend,2800,2300
Metal Armored Bug,EARTH,8,Insect,2800,1500
Metalfoes Orichalc,FIRE,8,Psychic,2800,2200
Metalzoa,DARK,8,Machine,3000,2300
Meteo the Matchless,DARK,8,Beast-Warrior,2400,2000
Meteor B. Dragon,FIRE,8,Dragon,3500,2000
Meteor Black Comet Dragon,DARK,8,Dragon,3500,2000
Mirage Knight,LIGHT,8,Warrior,2800,2000
Mirror Force Dragon,LIGHT,8,Dragon,2800,1200
Mobius the Mega Monarch,WATER,8,Aqua,2800,1000
Montage Dragon,EARTH,8,Dragon,0,0
Mosaic Manticore,EARTH,8,Beast,2800,2500
Moulinglacia the Elemental Lord,WATER,8,Sea Serpent,2800,2800
Mozarta the Melodious Maestra,LIGHT,8,Fairy,2600,2000
Mythic Water Dragon,WATER,8,Dragon,1000,2000
Nekroz of Valkyrus,WATER,8,Spellcaster,2900,1700
Neo Galaxy-Eyes Photon Dragon,LIGHT,8,Dragon,4500,3000
Number 107: Galaxy-Eyes Tachyon Dragon,LIGHT,8,Dragon,3000,2500
Number 15: Gimmick Puppet Giant Grinder,DARK,8,Machine,1500,2500
Number 22: Zombiestein,DARK,8,Zombie,4500,1000
"Number 23: Lancelot, Dark Knight of the Underworld",DARK,8,Zombie,2000,1500
Number 38: Hope Harbinger Dragon Titanic Galaxy,LIGHT,8,Dragon,3000,2500
Number 40: Gimmick Puppet of Strings,DARK,8,Machine,3000,2000
Number 46: Dragluon,LIGHT,8,Dragon,3000,3000
Number 62: Galaxy-Eyes Prime Photon Dragon,LIGHT,8,Dragon,4000,3000
Number 87: Queen of the Night,WATER,8,Plant,3200,2800
Number 88: Gimmick Puppet of Leo,DARK,8,Machine,3200,2300
Ocean Dragon Lord - Neo-Daedalus,WATER,8,Sea Serpent,2900,1600
Odd-Eyes Lancer Dragon,LIGHT,8,Dragon,3000,2000
"Parsec, the Interstellar Dragon",LIGHT,8,Dragon,800,800
Perfect Machine King,EARTH,8,Machine,2700,1500
Perfectly Ultimate Great Moth,EARTH,8,Insect,3500,3000
Performapal Gatlinghoul,DARK,8,Fiend,2900,900
Performapal Laugh Maker,LIGHT,8,Spellcaster,2500,2000
Performapal Odd-Eyes Dissolver,DARK,8,Spellcaster,2000,2600
Phantasm Spiral Dragon,WATER,8,Wyrm,2900,2900
Phantom Dragon,LIGHT,8,Dragon,2300,2200
Phoenix Gearfried,FIRE,8,Warrior,2800,2200
Phoenixian Cluster Amaryllis,FIRE,8,Plant,2200,0
Photon Caesar,LIGHT,8,Warrior,2000,2800
Poly-Chemicritter Dioxogre,DARK,8,Fiend,2800,200
Poly-Chemicritter Hydragon,WATER,8,Dragon,200,2800
PSY-Framelord Omega,LIGHT,8,Psychic,2800,2200
Pyrorex the Elemental Lord,FIRE,8,Dinosaur,2800,2200
Pyrotech Mech - Shiryu,FIRE,8,Pyro,2900,1800
Qliphort Shell,EARTH,8,Machine,2800,1000
Qliphort Stealth,EARTH,8,Machine,2800,1000
Queen of Fate - Eternia,LIGHT,8,Fairy,2400,2000
Rabidragon,LIGHT,8,Dragon,2950,2900
Raidraptor - Satellite Cannon Falcon,DARK,8,Winged Beast,3000,2000
Raiza the Mega Monarch,WIND,8,Winged Beast,2800,1000
Red Dragon Archfiend,DARK,8,Dragon,3000,2000
Red-Eyes Black Metal Dragon,DARK,8,Machine,2800,2400
Reptilianne Vaskii,DARK,8,Reptile,2600,0
Reshef the Dark Being,LIGHT,8,Fiend,2500,1500
Road Warrior,LIGHT,8,Warrior,3000,1500
"Rosaria, the Stately Fallen Angel",EARTH,8,Plant,2900,2400
"Ruin, Queen of Oblivion",LIGHT,8,Fairy,2300,2000
Rune-Eyes Pendulum Dragon,DARK,8,Dragon,3000,2000
Ryu Okami,LIGHT,8,Wyrm,2900,1200
Sacred Phoenix of Nephthys,FIRE,8,Winged Beast,2400,1600
Sauropod Brachion,EARTH,8,Dinosaur,1500,3000
Scarlight Red Dragon Archfiend,DARK,8,Dragon,3000,2500
Schwarzschild Limit Dragon,DARK,8,Dragon,2000,0
Scrap Dragon,EARTH,8,Dragon,2800,2000
Sengenjin,EARTH,8,Beast-Warrior,2750,2500
"Shinato, King of a Higher Plane",LIGHT,8,Fairy,3300,3000
Shinobaron Peacock,WIND,8,Winged Beast,3000,2500
Shinobaroness Peacock,WIND,8,Winged Beast,2500,3000
Shiranui Shogunsaga,FIRE,8,Zombie,3000,0
Silent Magician LV8,LIGHT,8,Spellcaster,3500,1000
"Simorgh, Bird of Ancestry",WIND,8,Winged Beast,2900,2000
Skull Flame,FIRE,8,Zombie,2600,2000
"Skuna, the Leonine Rakan",DARK,8,Beast-Warrior,2600,2000
Sky Scourge Enrise,LIGHT,8,Fairy,2400,1500
Sky Scourge Norleras,DARK,8,Fiend,2400,1500
Snowdust Dragon,WATER,8,Dragon,2800,2800
Sorciere de Fleur,DARK,8,Spellcaster,2900,0
Soul Drain Dragon,LIGHT,8,Dragon,4000,0
Spiral Serpent,WATER,8,Sea Serpent,2900,2900
Splendid Venus,LIGHT,8,Fairy,2800,2400
SPYRAL Sleeper,LIGHT,8,Fiend,2800,1200
Stardust Dragon,WIND,8,Dragon,2500,2000
Stardust Spark Dragon,LIGHT,8,Dragon,2500,2000
Starving Venom Fusion Dragon,DARK,8,Dragon,2800,2000
Steelswarm Caucastag,DARK,8,Fiend,2800,0
Subterror Behemoth Phospheroglacier,EARTH,8,Aqua,2600,2500
Sun Dragon Inti,LIGHT,8,Dragon,3000,2800
Super Anti-Kaiju War Machine Mecha-Dogoran,LIGHT,8,Machine,0,2000
Super Conductor Tyranno,LIGHT,8,Dinosaur,3300,1400
Super Defense Robot Elephan,EARTH,8,Machine,1400,2500
Super Vehicroid Jumbo Drill,EARTH,8,Machine,3000,2000
Super-Ancient Dinobeast,EARTH,8,Dinosaur,2700,1400
Superalloy Beast Raptinus,LIGHT,8,Dragon,2200,2200
Superheavy Samurai Big Benkei,EARTH,8,Machine,1000,3500
Superheavy Samurai General Jade,EARTH,8,Machine,1800,2800
Superheavy Samurai Ninja Sarutobi,EARTH,8,Machine,2000,2800
Swordsman of Revealing Light,LIGHT,8,Warrior,0,2400
Sylvan Hermitree,FIRE,8,Plant,2700,1800
"Talaya, Princess of Cherry Blossoms",WATER,8,Plant,2800,1200
The Atmosphere,WIND,8,Winged Beast,1000,800
The Big Saturn,DARK,8,Machine,2800,2200
The Blazing Mars,FIRE,8,Pyro,2600,2200
The Creator,LIGHT,8,Thunder,2300,3000
The Dark Creator,DARK,8,Thunder,2300,3000
The Despair Uranus,LIGHT,8,Rock,2900,2300
The Grand Jupiter,DARK,8,Warrior,2500,2000
The Masked Beast,DARK,8,Fiend,3200,1800
The Suppression Pluto,DARK,8,Fiend,2600,2000
The Tripper Mercury,WATER,8,Aqua,2000,2000
"The Twin Kings, Founders of the Empire",LIGHT,8,Beast,3000,2200
Thermal Genex,FIRE,8,Machine,2400,1200
Thestalos the Mega Monarch,FIRE,8,Pyro,2800,1000
Thought Ruler Archfiend,DARK,8,Psychic,2700,2300
Three Thousand Needles,EARTH,8,Beast,3000,1800
Thunder End Dragon,LIGHT,8,Dragon,3000,2000
Toon Ancient Gear Golem,EARTH,8,Machine,3000,3000
Tri-Horned Dragon,DARK,8,Dragon,2850,2350
Tualatin,LIGHT,8,Fairy,2800,2500
"Twilight Ninja Getsuga, the Shogun",DARK,8,Warrior,2000,3000
Tyrant Burst Dragon,LIGHT,8,Dragon,2900,2500
Tyrant Dragon,FIRE,8,Dragon,2900,2500
"Tytannial, Princess of Camellias",WIND,8,Plant,2800,2600
U.A. Playmaker,EARTH,8,Warrior,2600,2000
Ultimate Tyranno,EARTH,8,Dinosaur,3000,2200
Valkyrion the Magna Warrior,EARTH,8,Rock,3500,3850
Vampire Genesis,DARK,8,Zombie,3000,2100
Van'Dalgyon the Dark Dragon Lord,DARK,8,Dragon,2800,2500
Vanity's Ruler,LIGHT,8,Fairy,2500,1600
Vennominon the King of Poisonous Snakes,DARK,8,Reptile,0,0
"Vennu, Bright Bird of Divinity",LIGHT,8,Fairy,2800,2000
Victory Dragon,DARK,8,Dragon,2400,3000
Vindikite R-Genex,WIND,8,Machine,2400,1000
Vision HERO Adoration,DARK,8,Warrior,2800,2100
Vision HERO Trinity,DARK,8,Warrior,2500,2000
Vision HERO Witch Raider,DARK,8,Warrior,2700,1900
Void Ogre Dragon,DARK,8,Dragon,3000,3000
Vola-Chemicritter Methydraco,FIRE,8,Beast-Warrior,3000,3000
Volcanic Doomfire,FIRE,8,Pyro,3000,1800
Voltanis the Adjudicator,LIGHT,8,Fairy,2800,1400
VWXYZ-Dragon Catapult Cannon,LIGHT,8,Machine,3000,2800
Vylon Epsilon,LIGHT,8,Fairy,2800,1200
Water Dragon,WATER,8,Sea Serpent,2800,2600
Wheel of Prophecy,DARK,8,Spellcaster,2700,1700
White Aura Whale,WATER,8,Fish,2800,2000
White Night Dragon,WATER,8,Dragon,3000,2500
Windrose the Elemental Lord,WIND,8,Winged Beast,2800,2200
Windwitch - Crystal Bell,WIND,8,Spellcaster,2800,2400
Worm King,LIGHT,8,Reptile,2700,1100
Worm Queen,LIGHT,8,Reptile,2700,1100
XYZ-Dragon Cannon,LIGHT,8,Machine,2800,2600
Zaborg the Mega Monarch,LIGHT,8,Thunder,2800,1000
Zera the Mant,DARK,8,Fiend,2800,2300
Abyss Actor - Superstar,DARK,7,Fiend,2500,1800
Allure Queen LV7,DARK,7,Spellcaster,1500,1500
"Alpacaribou, Mystical Beast of the Forest",EARTH,7,Beast,2700,2100
Ancient Crimson Ape,LIGHT,7,Beast,2600,1800
Ancient Fairy Dragon,LIGHT,7,Dragon,2100,3000
Ancient Flamvell Deity,FIRE,7,Pyro,2500,200
Ancient Gear Hydra,EARTH,7,Machine,2700,1700
Ancient Pixie Dragon,DARK,7,Dragon,2100,3000
Ancient Sacred Wyvern,LIGHT,7,Fairy,2100,2000
Angel O7,LIGHT,7,Fairy,2500,1500
Arcana Force XVIII - The Moon,LIGHT,7,Fairy,2800,2800
Arcanite Magician,LIGHT,7,Spellcaster,400,1800
Arisen Gaia the Fierce Knight,DARK,7,Warrior,2300,2100
Arkbrave Dragon,LIGHT,7,Dragon,2400,2000
Armed Dragon LV7,WIND,7,Dragon,2800,1000
Assault Blackwing - Chidori the Rain Sprinkling,DARK,7,Winged Beast,2600,2000
Assault Blackwing - Raikiri the Rain Shower,DARK,7,Winged Beast,2600,2000
Astrograph Sorcerer,DARK,7,Spellcaster,2500,2000
Athena,LIGHT,7,Fairy,2600,800
B.E.S. Covered Core,EARTH,7,Machine,2500,800
Barrel Dragon,DARK,7,Machine,2600,2200
Behemoth the King of All Animals,EARTH,7,Beast,2700,1500
Bickuribox,DARK,7,Fiend,2300,2000
Big Koala,EARTH,7,Beast,2700,2000
Black Dragon Ninja,DARK,7,Beast,2800,1600
Black Rose Dragon,FIRE,7,Dragon,2400,1800
Black Rose Moonlight Dragon,LIGHT,7,Dragon,2400,1800
Black Tyranno,EARTH,7,Dinosaur,2600,1800
Blackwing - Abrolhos the Megaquake,DARK,7,Winged Beast,2600,1800
Blackwing Armor Master,DARK,7,Winged Beast,2500,1500
Blackwing Tamer - Obsidian Hawk Joe,DARK,7,Warrior,2600,2000
"Blaster, Dragon Ruler of Infernos",FIRE,7,Dragon,2800,1800
Bloom Prima the Melodious Choir,LIGHT,7,Fairy,1900,2000
Brain Crusher,DARK,7,Insect,2400,1500
Buster Blader,EARTH,7,Warrior,2600,2300
"Buster Blader, the Destruction Swordmaster",EARTH,7,Warrior,2600,2300
Chakra,DARK,7,Fiend,2450,2000
Chaos Hunter,DARK,7,Fiend,2500,1600
Chaos King Archfiend,DARK,7,Fiend,2600,2600
Charging Gaia the Fierce Knight,LIGHT,7,Warrior,2300,2100
Clear Wing Synchro Dragon,WIND,7,Dragon,2500,2000
Cosmic Horror Gangi'el,LIGHT,7,Reptile,2600,2000
CXyz Barian Hope,LIGHT,7,Warrior,0,0
CXyz Simon the Great Moral Leader,LIGHT,7,Spellcaster,3000,2500
Cyber Blader,EARTH,7,Warrior,2100,800
Cyber Dinosaur,LIGHT,7,Machine,2500,1900
Cyber Laser Dragon,LIGHT,7,Machine,2400,1800
Cyber Ogre 2,EARTH,7,Machine,2600,1900
D/D Savant Newton,DARK,7,Fiend,0,0
D/D/D Chaos King Apocalypse,DARK,7,Fiend,2700,2000
D/D/D Dragon King Pendragon,DARK,7,Fiend,2600,2400
D/D/D Gust King Alexander,WIND,7,Fiend,2500,2000
D/D/D Oracle King d'Arc,DARK,7,Fiend,2800,2000
D/D/D Rebel King Leonidas,DARK,7,Fiend,2600,1200
D/D/D Supreme King Kaiser,DARK,7,Fiend,2800,2100
Daigusto Eguls,WIND,7,Psychic,2600,1800
Dark Armed Dragon,DARK,7,Dragon,2800,1000
Dark Eradicator Warlock,DARK,7,Spellcaster,2500,2100
Dark Highlander,DARK,7,Fiend,2800,2300
Dark Magician,DARK,7,Spellcaster,2500,2100
Dark Magician Girl the Dragon Knight,DARK,7,Dragon,2600,1700
Dark Magician Knight,DARK,7,Warrior,2500,2100
Dark Simorgh,DARK,7,Winged Beast,2700,1000
Dark Strike Fighter,DARK,7,Machine,2600,1800
Darkblaze Dragon,FIRE,7,Dragon,1200,1000
Darklord Nasten,DARK,7,Fairy,2600,2600
Darkness Destroyer,DARK,7,Fiend,2300,1800
Deskbot 007,EARTH,7,Machine,500,500
Destruction Cyclone,WIND,7,Reptile,2000,1500
Dharma-Eye Magician,LIGHT,7,Spellcaster,2000,2500
"Diabolos, King of the Abyss",DARK,7,Dragon,2800,1000
Digital Bug Rhinosebus,LIGHT,7,Insect,2600,2200
Divine Grace - Northwemko,LIGHT,7,Spellcaster,2700,1200
Dragoncaller Magician,DARK,7,Spellcaster,2400,1000
Dragonic Knight,FIRE,7,Dragon,2800,2300
Dragonpit Magician,WATER,7,Spellcaster,900,2700
Dragunity Knight - Trident,WIND,7,Dragon,2400,1700
Driven Daredevil,EARTH,7,Warrior,2400,2100
Ebon High Magician,DARK,7,Spellcaster,2300,2800
Ebon Illusion Magician,DARK,7,Spellcaster,2500,2100
El Shaddoll Grysta,FIRE,7,Rock,2450,1950
Elemental HERO Air Neos,WIND,7,Warrior,2500,2000
Elemental HERO Aqua Neos,WATER,7,Warrior,2500,2000
Elemental HERO Bladedge,EARTH,7,Warrior,2600,1800
Elemental HERO Dark Neos,DARK,7,Warrior,2500,2000
Elemental HERO Flare Neos,FIRE,7,Warrior,2500,2000
Elemental HERO Glow Neos,LIGHT,7,Warrior,2500,2000
Elemental HERO Grand Neos,EARTH,7,Warrior,2500,2000
Elemental HERO Honest Neos,LIGHT,7,Warrior,2500,2000
Elemental HERO Neos,LIGHT,7,Warrior,2500,2000
Elemental HERO Neos Knight,LIGHT,7,Warrior,2500,1000
Emes the Infinity,LIGHT,7,Machine,2500,2000
Emissary from Pandemonium,EARTH,7,Fiend,2600,1800
"Endymion, the Master Magician",DARK,7,Spellcaster,2700,1700
Evil HERO Malicious Edge,EARTH,7,Fiend,2600,1800
Exploder Dragonwing,DARK,7,Dragon,2400,1600
Fallen Angel of Roses,EARTH,7,Plant,2400,1300
Firestorm Prominence,FIRE,7,Reptile,2000,1500
Flame Ogre,FIRE,7,Fiend,2400,1700
Flower Cardian Clover with Boar,DARK,7,Warrior,1000,1000
Fog King,WATER,7,Spellcaster,0,0
Fortress Whale,WATER,7,Fish,2350,2150
Frightfur Leo,DARK,7,Fiend,2400,2000
Fushioh Richie,DARK,7,Zombie,2600,2900
"Fusilier Dragon, the Dual-Mode Beast",DARK,7,Machine,2800,2000
"Gaia Dragon, the Thunder Charger",WIND,7,Dragon,2600,2100
Gaia the Dragon Champion,WIND,7,Dragon,2600,2100
Gaia The Fierce Knight,EARTH,7,Warrior,2300,2100
"Garlandolf, King of Destruction",DARK,7,Fiend,2500,1400
Garma Sword,DARK,7,Warrior,2550,2150
Garnecia Elefantis,EARTH,7,Beast-Warrior,2400,2000
Gearfried the Swordmaster,LIGHT,7,Warrior,2600,2200
Gem-Knight Amethyst,EARTH,7,Aqua,1950,2450
Gem-Knight Citrine,EARTH,7,Pyro,2200,1950
Gem-Knight Crystal,EARTH,7,Rock,2450,1950
Gem-Knight Prismaura,EARTH,7,Thunder,2450,1400
General Gantala of the Ice Barrier,WATER,7,Warrior,2700,2000
Genex Ally Triforce,DARK,7,Machine,2500,2100
Genex Solar,LIGHT,7,Machine,2500,1500
Ghost Beef,DARK,7,Beast,2000,1000
Gladiator Beast Gaiodiaz,DARK,7,Dinosaur,2600,1500
Gladiator Beast Octavius,LIGHT,7,Winged Beast,2500,1200
Gorz the Emissary of Darkness,DARK,7,Fiend,2700,2500
Great Poseidon Beetle,EARTH,7,Insect,2500,2300
Great Shogun Shien,FIRE,7,Warrior,2500,2400
Greed Quasar,DARK,7,Fiend,0,0
"Green Baboon, Defender of the Forest",EARTH,7,Beast,2600,1800
Guardian Angel Joan,LIGHT,7,Fairy,2800,2000
"Gungnir, Dragon of the Ice Barrier",WATER,7,Dragon,2500,1700
Harpie's Pet Dragon,WIND,7,Dragon,2000,2500
Hieratic Dragon of Asar,LIGHT,7,Dragon,2600,700
Hierophant of Prophecy,DARK,7,Spellcaster,2800,2600
High Priestess of Prophecy,LIGHT,7,Spellcaster,2500,2100
Humanoid Worm Drake,WATER,7,Aqua,2200,2000
Hundred-Footed Horror,DARK,7,Insect,2600,1300
Hyozanryu,LIGHT,7,Dragon,2100,2800
Igknight Lancer,FIRE,7,Warrior,2600,1800
Illusory Snatcher,DARK,7,Fiend,2400,1000
Infernity General,DARK,7,Fiend,2700,1500
Infernoid Seitsemas,FIRE,7,Fiend,2600,0
Insect Queen,EARTH,7,Insect,2200,2400
Invoked Purgatrio,FIRE,7,Fiend,2300,2000
Junk Archer,EARTH,7,Warrior,2300,2000
Junk Berserker,WIND,7,Warrior,2700,1800
Jurrac Giganoto,FIRE,7,Dinosaur,2100,1800
Jurrac Spinos,FIRE,7,Dinosaur,2600,1700
Jurrac Tyrannus,FIRE,7,Dinosaur,2500,1400
Kaiser Dragon,LIGHT,7,Dragon,2300,2000
Karakuri Shogun mdl 00 &quot;Burei&quot;,EARTH,7,Machine,2600,1900
Kazejin,WIND,7,Spellcaster,2400,2200
King Dragun,DARK,7,Dragon,2400,1100
King of the Beasts,EARTH,7,Beast,2500,800
Koa'ki Meiru Rooklord,EARTH,7,Warrior,2800,2200
Kozmo Forerunner,LIGHT,7,Machine,2800,1400
"Kumongous, the Sticky String Kaiju",EARTH,7,Insect,2400,2500
Labyrinth Tank,DARK,7,Machine,2400,2400
Launcher Spider,FIRE,7,Machine,2200,2500
Laval Judgment Lord,FIRE,7,Warrior,2700,1800
Laval Stennon,FIRE,7,Pyro,2700,1800
Legendary Flame Lord,FIRE,7,Spellcaster,2400,2000
Legendary Magician of Dark,DARK,7,Spellcaster,2500,2100
Leonardo's Silver Skyship,WIND,7,Machine,0,3000
Levia-Dragon - Daedalus,WATER,7,Sea Serpent,2600,1500
Lightning Punisher,DARK,7,Thunder,2600,1600
Lightning Warrior,LIGHT,7,Warrior,2400,1200
Lightray Daedalus,LIGHT,7,Sea Serpent,2600,1500
Lightray Diabolos,LIGHT,7,Dragon,2800,1000
Lord Gaia the Fierce Knight,EARTH,7,Warrior,2300,2100
Lunalight Cat Dancer,DARK,7,Beast-Warrior,2400,2000
Machina Fortress,EARTH,7,Machine,2500,1600
Magician of Dark Illusion,DARK,7,Spellcaster,2100,2500
Maju Garzett,DARK,7,Fiend,0,0
Malefic Red-Eyes B. Dragon,DARK,7,Dragon,2400,2000
Manga Ryu-Ran,FIRE,7,Dragon,2200,2600
Mare Mare,WATER,7,Wyrm,2100,1400
Mecha Phantom Beast Concoruda,WIND,7,Machine,2400,1200
Mecha Phantom Beast Dracossack,WIND,7,Machine,2600,2200
Mecha Phantom Beast Kalgriffin,WIND,7,Machine,1000,2500
Mechanical Hound,EARTH,7,Machine,2800,1500
Medium of the Ice Barrier,WATER,7,Spellcaster,2200,1600
Megarock Dragon,EARTH,7,Rock,0,0
Mermail Abyssbalaen,WATER,7,Aqua,2500,2000
Mermail Abyssgaios,WATER,7,Aqua,2800,2800
Mermail Abyssleed,WATER,7,Sea Serpent,2700,1000
Mermail Abyssmegalo,WATER,7,Sea Serpent,2400,2400
Mermail Abyssteus,WATER,7,Aqua,1700,2400
Metalfoes Volflame,FIRE,7,Psychic,2400,2000
Metallizing Parasite - Lunatite,WATER,7,Aqua,1000,500
Metallizing Parasite - Soltite,WATER,7,Aqua,1000,1000
Metaphys Armed Dragon,LIGHT,7,Wyrm,2800,1000
"Michael, the Arch-Lightsworn",LIGHT,7,Dragon,2600,2000
Mikazukinoyaiba,DARK,7,Dragon,2200,2350
Mist Valley Apex Avian,WIND,7,Winged Beast,2700,2000
